STATIONS_ID;MESS_DATUM;QN_3;  FX;  FM;QN_4; RSK;RSKF; SDK;SHK_TAG;  NM; VPM;  PM; TMK; UPM; TXK; TNK; TGK;eor
      15555;20160501;-999;-999;-999;    9;  13.2;   4;    0.000;-999;  -999;   8.7;    -999;    5.6;   95.00;    7.2;    4.6;    4.7;eor
      15555;20160502;-999;-999;-999;    9;   0.0;   0;    4.700;-999;  -999;   9.1;    -999;    8.1;   84.00;   12.0;    4.6;    3.4;eor
      15555;20160503;-999;-999;-999;    9;  10.0;   4;    3.000;-999;  -999;   8.8;    -999;    7.3;   86.00;   13.5;    4.4;    3.9;eor
      15555;20160504;-999;-999;-999;    9;   0.0;   0;    5.800;-999;  -999;   6.3;    -999;    6.4;   67.00;   10.8;    2.6;   -0.3;eor
      15555;20160505;-999;-999;-999;    9;   0.0;   0;   14.100;-999;  -999;   7.7;    -999;    8.2;   72.00;   14.2;    1.0;   -2.0;eor
      15555;20160506;-999;-999;-999;    9;   0.0;   0;   14.200;-999;  -999;   8.1;    -999;   13.2;   56.00;   18.7;    4.8;    2.0;eor
      15555;20160507;-999;-999;-999;    9;   0.0;   0;   12.200;-999;  -999;   8.3;    -999;   14.7;   51.00;   19.5;    7.6;    5.2;eor
      15555;20160508;-999;-999;-999;    9;   0.0;   0;   13.100;-999;  -999;   8.9;    -999;   14.9;   54.00;   21.0;    7.0;    4.4;eor
      15555;20160509;-999;-999;-999;    9;   0.0;   0;    9.600;-999;  -999;   9.7;    -999;   15.5;   57.00;   20.9;    7.3;    4.4;eor
      15555;20160510;-999;-999;-999;    9;   1.0;   4;    1.500;-999;  -999;  11.4;    -999;   14.2;   70.00;   17.8;   10.4;    6.7;eor
      15555;20160511;-999;-999;-999;    9;   0.1;   4;    6.100;-999;  -999;  12.5;    -999;   14.4;   76.00;   19.2;   10.4;    6.3;eor
      15555;20160512;-999;-999;-999;    9;   7.8;   4;    0.100;-999;  -999;  10.7;    -999;    9.2;   92.00;   12.1;    7.1;    6.7;eor
      15555;20160513;-999;-999;-999;    9;  11.5;   4;    0.700;-999;  -999;  10.8;    -999;    8.9;   94.00;   12.4;    7.0;    6.7;eor
      15555;20160514;-999;-999;-999;    9;  13.0;   4;    1.200;-999;  -999;  10.1;    -999;    8.5;   91.00;   13.1;    4.0;    3.3;eor
      15555;20160515;-999;-999;-999;    9;   0.4;   4;    1.300;-999;  -999;   6.5;    -999;    4.7;   77.00;    7.7;    2.8;    1.4;eor
      15555;20160516;-999;-999;-999;    9;   6.9;   4;    0.700;-999;  -999;   6.9;    -999;    4.3;   83.00;    7.0;    2.3;    0.8;eor
      15555;20160517;-999;-999;-999;    9;   0.0;   0;    3.000;-999;  -999;   7.9;    -999;    7.2;   79.00;   11.6;    3.1;    2.7;eor
      15555;20160518;-999;-999;-999;    9;   5.3;   4;   10.000;-999;  -999;   8.6;    -999;   11.6;   65.00;   16.7;    5.7;    4.2;eor
      15555;20160519;-999;-999;-999;    9;  11.6;   4;    0.000;-999;  -999;   9.7;    -999;    7.5;   93.00;    9.9;    6.0;    6.2;eor
      15555;20160520;-999;-999;-999;    9;   0.0;   0;    6.200;-999;  -999;   9.4;    -999;   10.6;   75.00;   17.2;    5.7;    4.9;eor
      15555;20160521;-999;-999;-999;    9;   0.0;   0;   13.000;-999;  -999;   9.1;    -999;   15.6;   54.00;   22.1;    7.2;    4.6;eor
      15555;20160522;-999;-999;-999;    9;   0.0;   0;   11.000;-999;  -999;  11.4;    -999;   19.3;   51.00;   25.7;   11.2;    8.5;eor
      15555;20160523;-999;-999;-999;    9;  17.8;   4;    0.000;-999;  -999;   8.9;    -999;    6.7;   91.00;   11.7;    4.1;    4.7;eor
      15555;20160524;-999;-999;-999;    9;   1.7;   4;    0.000;-999;  -999;   9.7;    -999;    7.5;   93.00;    9.7;    4.8;    4.8;eor
      15555;20160525;-999;-999;-999;    9;   0.0;   0;    8.700;-999;  -999;  11.1;    -999;   12.0;   80.00;   17.5;    7.6;    7.8;eor
      15555;20160526;-999;-999;-999;    9;   0.0;   0;   10.400;-999;  -999;  12.1;    -999;   16.5;   65.00;   21.3;   10.0;    8.7;eor
      15555;20160527;-999;-999;-999;    9;   1.3;   4;    9.900;-999;  -999;  13.6;    -999;   18.1;   66.00;   23.0;   13.1;   10.1;eor
      15555;20160528;-999;-999;-999;    9;   0.5;   4;    9.300;-999;  -999;  14.9;    -999;   17.0;   77.00;   21.3;   13.2;   11.2;eor
      15555;20160529;-999;-999;-999;    9;  30.3;   4;    3.200;-999;  -999;  14.8;    -999;   14.9;   88.00;   19.8;   11.0;   11.1;eor
      15555;20160530;-999;-999;-999;    9;   0.3;   4;    3.900;-999;  -999;  12.7;    -999;   13.2;   84.00;   17.6;   10.5;    9.1;eor
      15555;20160531;-999;-999;-999;    9;  13.2;   4;    1.400;-999;  -999;  12.1;    -999;   12.9;   82.00;   15.7;    9.0;    7.2;eor
      15555;20160601;-999;-999;-999;    9;   8.6;   4;    2.000;-999;  -999;  12.4;    -999;   12.6;   86.00;   17.3;   10.1;    9.7;eor
      15555;20160602;-999;-999;-999;    9;   7.4;   4;    0.200;-999;  -999;  13.0;    -999;   12.3;   91.00;   16.2;   10.7;   10.4;eor
      15555;20160603;-999;-999;-999;    9;  17.5;   4;    1.700;-999;  -999;  13.0;    -999;   13.0;   88.00;   18.6;   11.0;   10.7;eor
      15555;20160604;-999;-999;-999;    9;  11.6;   4;    2.900;-999;  -999;  13.9;    -999;   13.6;   90.00;   18.4;   10.8;    9.9;eor
      15555;20160605;-999;-999;-999;    9;  22.3;   4;    2.700;-999;  -999;  14.0;    -999;   13.5;   91.00;   18.2;   11.2;    9.7;eor
      15555;20160606;-999;-999;-999;    9;   0.0;   0;   12.800;-999;  -999;  13.9;    -999;   16.4;   76.00;   21.6;    9.9;    7.8;eor
