STATIONS_ID;MESS_DATUM;QN_3;  FX;  FM;QN_4; RSK;RSKF; SDK;SHK_TAG;  NM; VPM;  PM; TMK; UPM; TXK; TNK; TGK;eor
       3284;19870101;-999;-999;-999;   10;  25.0;   6;-999;   0;   8.0;  10.4;    -999;    9.0;   94.00;   10.9;    6.6;    6.2;eor
       3284;19870102;-999;-999;-999;   10;   7.1;   8;-999;   0;   8.0;   7.5;    -999;    4.8;   86.00;   11.2;    4.2;    4.0;eor
       3284;19870103;-999;-999;-999;   10;   0.0;   7;-999;   0;   4.7;   3.9;    -999;   -1.7;   74.00;    4.2;   -5.2;   -2.3;eor
       3284;19870104;-999;-999;-999;   10;  10.2;   8;-999;   0;   6.3;   5.4;    -999;    0.4;   87.00;    1.4;   -1.6;   -2.7;eor
       3284;19870105;-999;-999;-999;   10;   6.7;   8;-999;   8;   7.3;   6.5;    -999;    2.7;   89.00;    3.5;    0.2;   -0.3;eor
       3284;19870106;-999;-999;-999;   10;   2.9;   8;-999;   3;   7.3;   6.4;    -999;    2.2;   88.00;    4.0;    1.5;    0.3;eor
       3284;19870107;-999;-999;-999;   10;   0.0;   7;-999;   1;   5.3;   3.4;    -999;   -4.6;   74.00;    1.5;   -6.4;   -3.6;eor
       3284;19870108;-999;-999;-999;   10;   1.0;   7;-999;   0;   4.3;   2.9;    -999;   -6.0;   78.00;   -3.0;  -10.3;  -11.7;eor
       3284;19870109;-999;-999;-999;   10;   0.0;   7;-999;   2;   8.0;   3.6;    -999;   -3.1;   74.00;   -0.8;   -5.0;   -5.2;eor
       3284;19870110;-999;-999;-999;   10;   0.3;   7;-999;   2;   8.0;   3.5;    -999;   -5.2;   81.00;   -2.4;   -7.0;   -5.1;eor
       3284;19870111;-999;-999;-999;   10;   0.8;   7;-999;   2;   3.7;   1.5;    -999;  -12.7;   63.00;   -7.0;  -14.8;  -13.8;eor
       3284;19870112;-999;-999;-999;   10;   0.0;   7;-999;   4;   5.0;   1.6;    -999;  -15.0;   80.00;  -12.0;  -16.6;  -16.8;eor
