STATIONS_ID;MESS_DATUM;QN_3;  FX;  FM;QN_4; RSK;RSKF; SDK;SHK_TAG;  NM; VPM;  PM; TMK; UPM; TXK; TNK; TGK;eor
      15813;20220301;   10;   8.4;   3.1;    9;   0.0;   0;-999;   0;   6.8;   5.7; 1023.50;    4.8;   67.00;    8.8;    1.4;    0.1;eor
      15813;20220302;   10;   7.8;   2.3;    9;   0.0;   0;-999;   0;  -999;   5.7; 1019.70;    5.2;   66.00;   10.5;   -1.0;   -5.9;eor
      15813;20220303;   10;   9.4;   2.9;    9;   0.0;   0;-999;   0;  -999;   5.0; 1015.90;    3.2;   68.00;   10.0;   -3.8;   -7.8;eor
      15813;20220304;   10;   8.2;   3.4;    9;   0.0;   0;-999;   0;  -999;   5.4; 1017.80;    1.4;   81.00;    7.3;   -2.5;   -6.0;eor
      15813;20220305;   10;   7.7;   3.1;    9;   0.0;   0;-999;   0;  -999;   5.0; 1017.70;    1.9;   71.00;    7.9;   -2.1;   -6.9;eor
      15813;20220306;   10;   9.1;   3.1;    9;   0.0;   0;-999;   0;  -999;   4.8; 1021.80;    0.7;   76.00;    5.5;   -2.9;   -8.1;eor
      15813;20220307;   10;   8.0;   2.0;    9;   0.0;   0;-999;   0;  -999;   5.2; 1022.40;    1.6;   77.00;    7.4;   -3.4;   -8.2;eor
      15813;20220308;   10;   9.7;   3.7;    9;   0.0;   0;-999;   0;  -999;   4.8; 1018.50;    4.8;   57.00;   10.6;    0.0;   -4.1;eor
      15813;20220309;   10;   8.5;   3.7;    9;   0.0;   0;-999;   0;  -999;   4.3; 1018.50;    6.0;   48.00;   12.6;    0.6;   -4.6;eor
      15813;20220310;   10;  10.5;   4.4;    9;   0.0;   0;-999;   0;  -999;   4.8; 1019.10;    8.5;   45.00;   15.7;    2.5;   -0.1;eor
      15813;20220311;   10;  12.7;   6.0;    9;   0.0;   0;-999;   0;  -999;   4.6; 1012.90;    7.3;   47.00;   12.7;    1.9;   -0.1;eor
      15813;20220312;   10;   9.5;   4.2;    9;   0.0;   0;-999;   0;  -999;   5.8; 1012.30;    9.2;   48.00;   14.5;    4.0;    2.3;eor
      15813;20220313;   10;   8.5;   4.0;    9;   2.5;   6;-999;   0;  -999;   5.4; 1010.70;   10.0;   45.00;   16.3;    4.0;    2.0;eor
      15813;20220314;   10;   8.6;   2.9;    9;   7.7;   6;-999;   0;  -999;   8.8; 1018.70;    8.8;   78.00;   12.6;    4.0;    0.3;eor
      15813;20220315;   10;   6.5;   2.0;    9;   0.0;   0;-999;   0;  -999;   8.6; 1020.70;    6.9;   87.00;   11.2;    1.9;   -1.5;eor
      15813;20220316;   10;  10.0;   3.9;    9;   0.1;   6;-999;   0;  -999;   8.2; 1019.30;    8.7;   75.00;   14.5;    0.4;   -1.8;eor
      15813;20220317;   10;  11.4;   3.6;    9;   0.7;   6;-999;   0;  -999;   7.9; 1023.30;    8.1;   74.00;   11.2;    1.4;   -3.4;eor
      15813;20220318;   10;   7.9;   2.2;    9;   0.0;   0;-999;   0;  -999;   7.5; 1038.00;    7.0;   76.00;   14.3;   -0.1;   -4.2;eor
      15813;20220319;   10;  13.9;   4.8;    9;   0.0;   0;-999;   0;  -999;   6.3; 1037.50;    6.6;   67.00;   12.1;    1.1;   -2.6;eor
      15813;20220320;   10;  13.3;   5.4;    9;   0.6;   6;-999;   0;  -999;   6.1; 1025.80;    7.3;   60.00;   13.4;    2.4;    0.4;eor
      15813;20220321;   10;   5.9;   1.6;    9;   0.0;   0;-999;   0;  -999;   8.0; 1026.20;    9.8;   69.00;   17.0;    2.8;   -0.7;eor
      15813;20220322;   10;   6.9;   1.8;    9;   0.0;   0;-999;   0;  -999;   7.3; 1026.80;   11.6;   56.00;   18.9;    4.6;   -0.2;eor
      15813;20220323;   10;   7.6;   1.6;    9;   0.0;   0;-999;   0;  -999;   6.2; 1025.70;    9.6;   55.00;   17.8;    1.8;   -2.6;eor
      15813;20220324;   10;   4.5;   1.0;    9;   0.0;   0;-999;   0;  -999;   6.4; 1024.20;    9.4;   58.00;   17.9;    0.1;   -3.7;eor
      15813;20220325;   10;   6.2;   1.4;    9;   0.0;   0;-999;   0;  -999;   7.6; 1025.60;    8.6;   72.00;   16.9;    0.5;   -2.8;eor
      15813;20220326;   10;   7.3;   2.3;    9;   0.0;   0;-999;   0;  -999;   8.8; 1027.00;    9.6;   75.00;   17.2;    1.1;   -2.1;eor
      15813;20220327;   10;   6.0;   2.1;    9;   0.0;   0;-999;   0;  -999;   8.4; 1026.20;    7.5;   82.00;   14.1;    2.9;   -0.8;eor
      15813;20220328;   10;   6.3;   2.3;    9;   0.0;   0;-999;   0;  -999;   8.3; 1017.70;    6.2;   88.00;   13.2;    2.3;   -1.0;eor
      15813;20220329;   10;   8.4;   2.2;    9;   0.0;   0;-999;   0;  -999;   7.6; 1008.00;    6.9;   78.00;   12.3;    1.0;   -2.5;eor
      15813;20220330;   10;   7.2;   2.3;    9;   0.2;   6;-999;   0;  -999;   6.9; 1000.50;    4.1;   84.00;    7.2;    0.5;   -2.9;eor
      15813;20220331;   10;  13.6;   4.8;    9;   3.6;   8;-999;   0;  -999;   6.5;  996.70;    3.6;   83.00;    5.8;   -0.3;   -0.2;eor
      15813;20220401;   10;  14.8;   6.8;    9;   0.5;   8;-999;   3;  -999;   5.4; 1005.10;    1.0;   83.00;    2.9;   -0.9;   -0.9;eor
      15813;20220402;   10;  12.5;   4.7;    9;   0.0;   7;-999;   0;  -999;   4.6; 1013.50;    2.5;   64.00;    6.5;   -2.1;   -6.3;eor
      15813;20220403;   10;   9.8;   2.7;    9;   0.3;   8;-999;   0;  -999;   5.4; 1015.80;    2.8;   72.00;    8.1;   -3.5;   -8.0;eor
      15813;20220404;   10;  17.1;   6.8;    9;  13.9;   6;-999;   0;  -999;   7.9; 1001.50;    5.2;   87.00;    8.5;    2.0;    0.6;eor
      15813;20220405;   10;  11.2;   4.0;    9;   6.3;   6;-999;   0;  -999;  10.3;  998.40;    8.4;   93.00;   11.1;    6.2;    5.3;eor
      15813;20220406;   10;  15.0;   7.2;    9;   2.3;   6;-999;   0;  -999;   9.9;  992.80;    9.4;   84.00;   10.3;    8.7;    8.0;eor
      15813;20220407;   10;  22.1;   8.2;    9;  15.5;   8;-999;   0;  -999;   8.7;  979.50;    8.1;   80.00;   11.4;    3.0;    1.6;eor
      15813;20220408;   10;  13.9;   4.7;    9;   2.8;   6;-999;   0;   7.5;   7.1;  991.60;    5.8;   77.00;    9.2;    2.0;    0.7;eor
      15813;20220409;   10;  16.5;   5.0;    9;   5.1;   8;-999;   0;   4.6;   6.9; 1003.60;    4.9;   80.00;    9.2;    2.0;    0.3;eor
      15813;20220410;   10;   9.8;   3.2;    9;   0.4;   6;-999;   0;   5.7;   6.5; 1013.80;    4.7;   77.00;   10.0;    1.3;   -2.5;eor
      15813;20220411;   10;   7.6;   2.1;    9;   0.0;   0;-999;   0;   7.5;   6.5; 1012.70;    7.4;   66.00;   13.8;   -0.6;   -3.0;eor
      15813;20220412;   10;  11.1;   4.9;    9;   0.0;   0;-999;   0;   7.8;   8.4; 1006.60;   13.9;   53.00;   21.4;    6.6;    4.4;eor
      15813;20220413;   10;   8.2;   2.7;    9;   2.8;   6;-999;   0;   7.1;  12.2; 1010.90;   15.0;   71.00;   20.0;   11.1;    7.7;eor
      15813;20220414;   10;   9.3;   2.8;    9;   0.0;   6;-999;   0;   4.7;  11.8; 1016.00;   12.8;   81.00;   18.3;    6.3;    2.6;eor
      15813;20220415;   10;   5.9;   2.2;    9;   0.0;   0;-999;   0;   6.3;   9.1; 1023.10;    7.7;   86.00;   10.3;    3.8;    0.2;eor
