STATIONS_ID;MESS_DATUM;QN_3;  FX;  FM;QN_4; RSK;RSKF; SDK;SHK_TAG;  NM; VPM;  PM; TMK; UPM; TXK; TNK; TGK;eor
       2794;19450501;-999;-999;-999;    1;   0.0;   0;-999;   0;   5.7;  -999;    -999;    6.6;   79.00;   11.2;    1.5;    0.6;eor
       2794;19450502;-999;-999;-999;    1;   0.0;   0;-999;   0;   6.7;  -999;    -999;    4.9;   88.00;    8.0;    1.5;    0.5;eor
       2794;19450503;-999;-999;-999;    1;   0.2;   1;-999;   0;   5.3;  -999;    -999;    4.6;   90.00;   11.0;   -0.4;   -1.0;eor
       2794;19450504;-999;-999;-999;    1;   3.4;   1;-999;   0;   5.0;  -999;    -999;    9.0;   77.00;   14.6;   -1.0;   -1.0;eor
       2794;19450505;-999;-999;-999;    1;   0.0;   0;-999;   0;   2.3;  -999;    -999;    7.5;   74.00;   11.2;    2.0;    1.0;eor
       2794;19450506;-999;-999;-999;    1;   1.0;   1;-999;   0;   7.3;  -999;    -999;    7.7;   97.00;   11.2;    2.5;    1.5;eor
       2794;19450507;-999;-999;-999;    1;   0.0;   0;-999;   0;   4.0;  -999;    -999;   12.3;   73.00;   16.2;    6.4;    5.2;eor
       2794;19450508;-999;-999;-999;    1;   0.0;   0;-999;   0;   1.0;  -999;    -999;   12.4;   69.00;   19.5;    1.8;    0.7;eor
       2794;19450509;-999;-999;-999;    1;   0.0;   0;-999;   0;   4.0;  -999;    -999;   14.2;   65.00;   20.6;    6.0;    4.0;eor
       2794;19450510;-999;-999;-999;    1;   0.0;   0;-999;   0;   2.3;  -999;    -999;   19.6;   59.00;   26.6;   10.0;    9.0;eor
       2794;19450511;-999;-999;-999;    1;   0.0;   0;-999;   0;   2.3;  -999;    -999;   20.3;   73.00;   27.5;    7.7;    6.8;eor
       2794;19450512;-999;-999;-999;    1;   0.0;   0;-999;   0;   0.0;  -999;    -999;   20.0;   71.00;   29.5;   12.5;   11.0;eor
       2794;19450513;-999;-999;-999;    1;   0.0;   0;-999;   0;   0.0;  -999;    -999;   23.1;   70.00;   33.0;   12.0;   11.2;eor
       2794;19450514;-999;-999;-999;    1;   0.0;   0;-999;   0;   5.0;  -999;    -999;   16.9;   62.00;   22.4;   12.0;   10.5;eor
       2794;19450515;-999;-999;-999;    1;   0.0;   0;-999;   0;   4.0;  -999;    -999;   16.1;   73.00;   19.3;   12.6;   10.2;eor
       2794;19450516;-999;-999;-999;    1;   0.0;   0;-999;   0;   1.3;  -999;    -999;   15.8;   70.00;   23.4;    6.5;    5.2;eor
       2794;19450517;-999;-999;-999;    1;  15.2;   1;-999;   0;   1.7;  -999;    -999;   20.8;   70.00;   31.0;   10.0;    9.0;eor
       2794;19450518;-999;-999;-999;    1;   0.0;   0;-999;   0;   2.3;  -999;    -999;   13.9;   77.00;   19.4;   11.6;   11.0;eor
       2794;19450519;-999;-999;-999;    1;   0.0;   0;-999;   0;   1.7;  -999;    -999;   12.2;   69.00;   18.0;    4.5;    4.0;eor
       2794;19450520;-999;-999;-999;    1;   0.0;   0;-999;   0;   0.3;  -999;    -999;   13.8;   58.00;   20.0;    5.0;    3.8;eor
       2794;19450521;-999;-999;-999;    1;   8.2;   1;-999;   0;   5.0;  -999;    -999;   15.4;   60.00;   19.5;    8.2;    7.2;eor
       2794;19450522;-999;-999;-999;    1;   2.8;   1;-999;   0;   7.0;  -999;    -999;   13.0;   91.00;   16.2;   10.5;   10.0;eor
       2794;19450523;-999;-999;-999;    1;   9.0;   1;-999;   0;   8.0;  -999;    -999;    9.1;   99.00;   13.0;    7.4;   10.4;eor
       2794;19450524;-999;-999;-999;    1;   2.9;   1;-999;   0;   6.3;  -999;    -999;    7.4;   97.00;   12.0;    5.6;    5.4;eor
       2794;19450525;-999;-999;-999;    1;   0.0;   0;-999;   0;   4.0;  -999;    -999;    9.4;   80.00;   13.5;    4.5;    4.0;eor
       2794;19450526;-999;-999;-999;    1;   0.0;   0;-999;   0;   4.0;  -999;    -999;   12.7;   65.00;   17.6;    4.8;    4.3;eor
       2794;19450527;-999;-999;-999;    1;   3.5;   1;-999;   0;   5.7;  -999;    -999;   14.1;   83.00;   18.0;    8.5;    7.2;eor
