id,tau_days,p_days,tau_length,p_length,tau,p,lon,lat,p_days_adj,p_length_adj,p_number_adj,days_sig,length_sig,num_sig
00755,0.4572238028049469,2.518892288208008e-4,0.438836008310318,7.964372634887695e-4,0.4331218898296356,0.0020884275436401367,9.3213,49.5182,0.0022206998640491114,0.011769572893778484,0.05050645934210884,1,1,0
00817,0.4147481918334961,0.0010384321212768555,0.31818529963493347,0.01593196392059326,0.285553514957428,0.044280052185058594,8.8146,51.0306,0.004603715737660726,0.048735577484657025,0.13369325796763104,1,1,0
00853,0.35508695244789124,0.004830360412597656,0.2389746904373169,0.07386565208435059,0.15912273526191711,0.27065110206604004,12.872,50.7913,0.011370582918150235,0.12287893891334534,0.38915239540306296,1,0,0
00867,0.2816142141819,0.026033520698547363,0.16224248707294464,0.22752296924591064,0.16024228930473328,0.2698577642440796,10.9679,50.3066,0.03920838118946485,0.28819576104482014,0.38915239540306296,1,0,0
00880,0.31877559423446655,0.010309815406799316,0.21353508532047272,0.1082533597946167,0.18756742775440216,0.18857479095458984,14.3168,51.7759,0.019177698588871455,0.16268584014332227,0.30136833588282264,1,0,0
00891,0.06628395617008209,0.6097787618637085,0.08024180680513382,0.5634183883666992,0.1094503402709961,0.46623897552490234,8.7058,53.8712,0.6335982447490096,0.6043116584900886,0.5644325765696439,0,0,0
00896,0.4210582971572876,7.892847061157227e-4,0.28393247723579407,0.033637166023254395,0.24823148548603058,0.083446502685546875,10.8619,51.0778,0.0036833286285400395,0.07518895934609807,0.2017888155850497,1,0,0
00953,0.3987959921360016,0.0016193389892578125,0.3106721043586731,0.01809561252593994,0.3305548429489136,0.020032882690429688,7.0542,49.7619,0.005564445181737972,0.053482588132222494,0.09918069070385348,1,0,0
00963,0.27134960889816284,0.031841397285461426,0.1787554919719696,0.1775498390197754,0.21769921481609344,0.1263420581817627,8.3424,52.5881,0.046537426801828236,0.23336006033009496,0.2455958998795097,1,0,0
00991,0.2675808370113373,0.034285783767700195,0.1476277858018875,0.26955556869506836,0.03257346525788307,0.8389089107513428,13.7087,50.9116,0.049032357431227164,0.3323645514826621,0.9071128872351918,1,0,0
01001,0.3303360641002655,0.00872182846069336,0.24012085795402527,0.07335424423217773,0.31501123309135437,0.02533888816833496,13.5747,51.6451,0.01718523237440321,0.12287893891334534,0.10250458788515916,1,0,0
01048,0.28757259249687195,0.023276805877685547,0.1972505897283554,0.13566482067108154,0.1252448707818985,0.3862192630767822,13.7543,51.1278,0.035554513931274415,0.1928354489042404,0.4915517893704501,1,0,0
01050,0.26637858152389526,0.04433858394622803,0.1507004350423813,0.2814335823059082,0.06624841690063477,0.6708406209945679,13.847,51.0221,0.05968672940225312,0.341832570289368,0.7561169711209961,0,0,0
01072,0.4346778988838196,4.7981739044189453e-4,0.33900290727615356,0.009806513786315918,0.237815260887146,0.0933617353439331,8.1929,49.4719,0.0027745962142944336,0.041591511832343206,0.21045950509734074,1,1,0
01078,0.338995099067688,0.007422447204589844,0.20517748594284058,0.12489116191864014,0.18296599388122559,0.20725011825561523,6.7686,51.296,0.015385044538057766,0.1825332366503202,0.32238907284206814,1,0,0
01107,0.39571815729141235,0.0017175674438476563,0.2478046715259552,0.06254851818084717,0.245904341340065,0.09200870990753174,10.4991,49.852,0.005710911750793458,0.11314439129185033,0.20918219517438838,1,0,0
01161,0.4716821312904358,4.253387451171875e-4,0.38442590832710266,0.006093740463256836,0.4267147481441498,0.004074454307556152,11.2349,48.8778,0.002770342477938024,0.03058367855143997,0.05704236030578613,1,1,0
01197,0.4996558427810669,6.854534149169922e-5,0.337197870016098,0.010827064514160156,0.32703498005867004,0.021344423294067383,10.1312,48.9895,0.0012155373891194663,0.04173911827197973,0.09918069070385348,1,1,0
01207,0.1156931221485138,0.37180376052856445,0.061655811965465546,0.6534371376037598,0.02295668236911297,0.8885418176651001,12.2742,50.2705,0.40040404979999245,0.6897392008039687,0.9416419262905045,0,0,0
01266,0.10312816500663757,0.41890954971313477,0.1435481160879135,0.2904372215270996,0.24893899261951447,0.08876931667327881,9.3162,54.2992,0.44571976089477544,0.3495760222905362,0.20906158288319907,0,0,0
