STATIONS_ID;MESS_DATUM;QN_3;  FX;  FM;QN_4; RSK;RSKF; SDK;SHK_TAG;  NM; VPM;  PM; TMK; UPM; TXK; TNK; TGK;eor
       2708;19910801;-999;-999;-999;   10;  21.7;   6;    0.000;   0;   8.0;  13.4;    -999;   12.9;   89.00;   14.4;   11.7;   11.5;eor
       2708;19910802;-999;-999;-999;   10;   3.7;   6;    0.000;   0;   8.0;  12.9;    -999;   13.5;   81.00;   15.6;   11.9;   10.6;eor
       2708;19910803;-999;-999;-999;   10;   0.5;   6;    0.000;   0;   8.0;  14.4;    -999;   14.8;   84.00;   17.0;   12.0;   12.0;eor
       2708;19910804;-999;-999;-999;   10;   0.0;   0;    5.700;   0;   7.3;  15.7;    -999;   15.8;   84.00;   21.8;   12.5;   12.0;eor
       2708;19910805;-999;-999;-999;   10;   0.0;   0;   11.800;   0;   1.0;  15.4;    -999;   16.4;   81.00;   25.0;   10.5;    8.5;eor
       2708;19910806;-999;-999;-999;   10;   0.0;   0;   12.800;   0;   0.7;  16.1;    -999;   17.6;   79.00;   27.1;   10.2;    9.4;eor
       2708;19910807;-999;-999;-999;   10;   0.0;   0;   12.900;   0;   0.0;  15.2;    -999;   19.7;   71.00;   31.0;   10.0;    7.2;eor
       2708;19910808;-999;-999;-999;   10;  24.2;   8;    7.300;   0;   5.0;  18.3;    -999;   19.4;   78.00;   26.3;   12.9;   11.1;eor
       2708;19910809;-999;-999;-999;   10;   0.0;   0;    2.900;   0;   7.7;  18.5;    -999;   17.3;   93.00;   22.3;   12.8;   12.8;eor
       2708;19910810;-999;-999;-999;   10;   0.0;   0;    3.700;   0;   5.0;  18.3;    -999;   17.8;   88.00;   23.8;   12.6;   12.4;eor
       2708;19910811;-999;-999;-999;   10;   0.3;   6;   12.700;   0;   3.0;  18.2;    -999;   19.6;   80.00;   27.5;   12.6;    9.7;eor
       2708;19910812;-999;-999;-999;   10;   8.1;   6;    7.900;   0;   4.3;  18.0;    -999;   18.1;   84.00;   25.0;   15.2;   13.3;eor
