STATIONS_ID;MESS_DATUM;QN_3;  FX;  FM;QN_4; RSK;RSKF; SDK;SHK_TAG;  NM; VPM;  PM; TMK; UPM; TXK; TNK; TGK;eor
      13675;20071101;-999;-999;-999;   10;   0.5;   6;-999;   0;   8.0;  10.6;    -999;   10.4;   84.00;   11.9;    8.7;    7.8;eor
      13675;20071102;-999;-999;-999;   10;   0.5;   6;-999;   0;   8.0;  13.7;    -999;   11.9;   98.00;   12.9;   10.8;   10.4;eor
      13675;20071103;-999;-999;-999;   10;   1.5;   6;-999;   0;   7.0;  12.9;    -999;   12.0;   92.00;   14.2;    9.6;    8.1;eor
      13675;20071104;-999;-999;-999;   10;   0.0;   0;-999;   0;   6.0;   9.5;    -999;    8.3;   86.00;   10.4;    2.8;    0.0;eor
      13675;20071105;-999;-999;-999;   10;   4.3;   6;-999;   0;   7.3;   8.2;    -999;    6.0;   88.00;    9.5;    2.5;    0.4;eor
      13675;20071106;-999;-999;-999;   10;   1.4;   6;-999;   0;   6.3;   8.1;    -999;    7.3;   79.00;    8.8;    4.6;    4.1;eor
      13675;20071107;-999;-999;-999;   10;   6.0;   6;-999;   0;   7.3;   9.4;    -999;    8.3;   86.00;   10.1;    5.6;    4.4;eor
      13675;20071108;-999;-999;-999;   10;  10.2;   6;-999;   0;   6.7;   9.9;    -999;    9.5;   83.00;   10.9;    6.8;    5.9;eor
      13675;20071109;-999;-999;-999;   10;   4.8;   8;-999;   0;   4.7;   7.2;    -999;    4.9;   83.00;    6.8;    3.1;    2.4;eor
      13675;20071110;-999;-999;-999;   10;   8.3;   6;-999;   0;   5.0;   7.4;    -999;    4.3;   89.00;    5.6;    2.7;    0.2;eor
      13675;20071111;-999;-999;-999;   10;  10.5;   6;-999;   0;   7.0;   7.7;    -999;    5.0;   88.00;    9.7;    2.4;    0.3;eor
      13675;20071112;-999;-999;-999;   10;   3.7;   6;-999;   0;   7.0;   7.3;    -999;    4.4;   87.00;    6.3;    2.5;    0.5;eor
      13675;20071113;-999;-999;-999;   10;   0.4;   8;-999;   0;   7.7;   7.3;    -999;    4.4;   87.00;    5.8;    0.9;   -1.4;eor
      13675;20071114;-999;-999;-999;   10;   0.3;   8;-999;   0;   5.0;   6.1;    -999;    1.9;   87.00;    3.4;    0.8;   -0.2;eor
      13675;20071115;-999;-999;-999;   10;   0.1;   6;-999;   0;   7.0;   5.9;    -999;    1.2;   88.00;    3.0;   -1.1;   -4.1;eor
      13675;20071116;-999;-999;-999;   10;   1.4;   8;-999;   0;   6.7;   6.4;    -999;    2.4;   89.00;    5.5;   -1.1;   -3.5;eor
      13675;20071117;-999;-999;-999;   10;   0.8;   6;-999;   0;   8.0;   7.8;    -999;    4.6;   92.00;    5.7;    3.4;    1.9;eor
      13675;20071118;-999;-999;-999;   10;   0.0;   0;-999;   0;   6.7;   7.8;    -999;    5.4;   88.00;    7.2;    3.5;    2.1;eor
      13675;20071119;-999;-999;-999;   10;   0.4;   6;-999;   0;   7.3;   6.3;    -999;    3.7;   79.00;    5.1;    2.0;    0.6;eor
      13675;20071120;-999;-999;-999;   10;   0.0;   0;-999;   0;   3.0;   7.0;    -999;    5.3;   79.00;    8.5;    2.9;    0.7;eor
      13675;20071121;-999;-999;-999;   10;   0.0;   0;-999;   0;   5.7;   7.3;    -999;    7.0;   73.00;    9.2;    4.8;    3.3;eor
      13675;20071122;-999;-999;-999;   10;   0.0;   0;-999;   0;   5.7;   8.9;    -999;    7.6;   85.00;    9.5;    3.4;    0.9;eor
      13675;20071123;-999;-999;-999;   10;   0.1;   6;-999;   0;   8.0;   8.5;    -999;    6.2;   89.00;    8.6;    3.4;   -0.1;eor
      13675;20071124;-999;-999;-999;   10;   0.5;   6;-999;   0;   2.0;   6.1;    -999;    3.2;   80.00;    6.1;   -0.8;   -3.7;eor
      13675;20071125;-999;-999;-999;   10;   5.9;   6;-999;   0;   6.3;   7.6;    -999;    5.3;   85.00;    8.2;    3.0;    1.5;eor
      13675;20071126;-999;-999;-999;   10;   4.3;   8;-999;   0;   7.3;   6.3;    -999;    2.6;   86.00;    3.7;    0.9;    0.2;eor
      13675;20071127;-999;-999;-999;   10;   0.0;   6;-999;   0;   5.7;   6.8;    -999;    3.4;   87.00;    5.6;    1.9;    0.2;eor
      13675;20071128;-999;-999;-999;   10;   0.0;   0;-999;   0;   4.0;   6.6;    -999;    3.4;   85.00;    5.8;    1.3;   -0.4;eor
      13675;20071129;-999;-999;-999;   10;   0.6;   6;-999;   0;   7.3;   6.6;    -999;    3.2;   86.00;    6.2;    1.1;    0.0;eor
      13675;20071130;-999;-999;-999;   10;   3.3;   6;-999;   0;   7.0;   8.4;    -999;    6.3;   88.00;    7.6;    5.0;    3.4;eor
      13675;20071201;-999;-999;-999;   10;   2.2;   6;-999;   0;   4.0;   8.6;    -999;    8.3;   79.00;   10.4;    6.2;    4.4;eor
      13675;20071202;-999;-999;-999;   10;  14.5;   6;-999;   0;   7.3;   8.9;    -999;    8.3;   80.00;   10.6;    5.8;    4.9;eor
      13675;20071203;-999;-999;-999;   10;   1.1;   6;-999;   0;   7.0;   7.7;    -999;    7.0;   77.00;    9.4;    5.2;    3.6;eor
      13675;20071204;-999;-999;-999;   10;   0.7;   6;-999;   0;   6.0;   7.8;    -999;    6.1;   83.00;    7.8;    4.6;    3.4;eor
      13675;20071205;-999;-999;-999;   10;   0.8;   6;-999;   0;   6.0;   9.9;    -999;    9.4;   84.00;   11.8;    6.1;    5.6;eor
      13675;20071206;-999;-999;-999;   10;  14.2;   6;-999;   0;   6.7;  10.1;    -999;    9.5;   85.00;   10.8;    8.5;    7.4;eor
      13675;20071207;-999;-999;-999;   10;   2.9;   6;-999;   0;   5.7;   9.9;    -999;    9.5;   83.00;   13.5;    5.7;    4.1;eor
      13675;20071208;-999;-999;-999;   10;   2.6;   6;-999;   0;   5.0;   7.3;    -999;    5.9;   78.00;    7.2;    3.2;    2.4;eor
      13675;20071209;-999;-999;-999;   10;   2.0;   6;-999;   0;   6.3;   8.2;    -999;    6.6;   84.00;    9.5;    3.1;    2.4;eor
      13675;20071210;-999;-999;-999;   10;   3.1;   6;-999;   0;   7.0;   8.5;    -999;    5.9;   91.00;    7.1;    4.8;    4.4;eor
      13675;20071211;-999;-999;-999;   10;   1.0;   6;-999;   0;   7.7;   7.9;    -999;    4.7;   93.00;    5.4;    3.9;    3.5;eor
      13675;20071212;-999;-999;-999;   10;   0.9;   6;-999;   0;   7.7;   7.2;    -999;    4.6;   85.00;    5.7;    3.9;    3.6;eor
      13675;20071213;-999;-999;-999;   10;   0.0;   0;-999;   0;   8.0;   6.6;    -999;    3.6;   83.00;    4.1;    2.3;    1.7;eor
      13675;20071214;-999;-999;-999;   10;   0.0;   0;-999;   0;   7.0;   5.6;    -999;    2.2;   78.00;    2.9;    1.5;    0.9;eor
      13675;20071215;-999;-999;-999;   10;   0.0;   0;-999;   0;   4.7;   5.1;    -999;    0.9;   78.00;    2.4;   -2.6;   -6.2;eor
      13675;20071216;-999;-999;-999;   10;   0.0;   0;-999;   0;   4.3;   4.5;    -999;   -1.9;   86.00;   -0.5;   -4.0;   -7.1;eor
      13675;20071217;-999;-999;-999;   10;   0.0;   0;-999;   0;   6.0;   5.0;    -999;    0.5;   78.00;    2.2;   -0.8;   -1.8;eor
